stock_id,name,market
1240,茂生農經,TPEx
1259,安心,TPEx
1264,德麥,TPEx
1268,漢來美食,TPEx
1294,漢田生技,TPEx
1295,生合,TPEx
1336,台翰,TPEx
1565,精華,TPEx
1569,濱川,TPEx
1570,力肯,TPEx
1580,新麥,TPEx
1584,精剛,TPEx
1586,和勤,TPEx
1593,祺驊,TPEx
1595,川寶,TPEx
1599,宏佳騰,TPEx
1742,台蠟,TPEx
1777,生泰,TPEx
1780,立弘,TPEx
1781,合世,TPEx
1784,訊聯,TPEx
1785,光洋科,TPEx
1788,杏昌,TPEx
1796,金穎生技,TPEx
1799,易威,TPEx
1813,寶利徠,TPEx
1815,富喬,TPEx
2035,唐榮,TPEx
2061,風青,TPEx
2063,世鎧,TPEx
2064,晉椿,TPEx
2065,世豐,TPEx
2066,世德,TPEx
2067,嘉鋼,TPEx
2070,精湛,TPEx
2073,雄順,TPEx
2221,大甲,TPEx
2230,泰茂,TPEx
2235,謚源,TPEx
2596,綠意,TPEx
2640,大車隊,TPEx
2641,正德,TPEx
2643,捷迅,TPEx
2718,全心投控,TPEx
2719,燦星旅,TPEx
2724,藝舍-KY,TPEx
2726,雅茗-KY,TPEx
2729,瓦城,TPEx
2732,六角,TPEx
2734,易飛網,TPEx
2736,富野,TPEx
2740,華軒,TPEx
2743,山富,TPEx
2745,五福,TPEx
2751,王座,TPEx
2752,豆府,TPEx
2754,亞洲藏壽司,TPEx
2755,揚秦,TPEx
2756,聯發國際,TPEx
2916,滿心,TPEx
2924,宏太-KY,TPEx
2926,誠品生活,TPEx
2937,集雅社,TPEx
2941,米斯特,TPEx
2947,振宇五金,TPEx
2948,寶陞,TPEx
2949,欣新網,TPEx
3064,泰偉,TPEx
3066,李洲,TPEx
3067,全域,TPEx
3071,協禧,TPEx
3073,天方能源,TPEx
3078,僑威,TPEx
3081,聯亞,TPEx
3083,網龍,TPEx
3085,新零售,TPEx
3086,華義*,TPEx
3088,艾訊,TPEx
3093,港建*,TPEx
3095,及成,TPEx
3105,穩懋,TPEx
3114,好德,TPEx
3115,富榮綱,TPEx
3118,進階,TPEx
3122,笙泉,TPEx
3128,昇銳,TPEx
3131,弘塑,TPEx
3141,晶宏,TPEx
3147,大綜,TPEx
3152,璟德,TPEx
3158,嘉實,TPEx
3162,精確,TPEx
3163,波若威,TPEx
3169,亞信,TPEx
3171,炎洲流通,TPEx
3176,基亞,TPEx
3178,公準,TPEx
3188,鑫龍騰,TPEx
3191,雲嘉南,TPEx
3205,佰研,TPEx
3206,志豐,TPEx
3207,耀勝,TPEx
3211,順達,TPEx
3213,茂訊,TPEx
3217,優群,TPEx
3218,大學光,TPEx
3219,倚強科,TPEx
3221,台嘉碩,TPEx
3224,三顧,TPEx
3226,龍鋒,TPEx
3227,原相,TPEx
3228,金麗科,TPEx
3230,錦明,TPEx
3232,昱捷,TPEx
3234,光環,TPEx
3236,千如,TPEx
3252,海灣,TPEx
3259,鑫創,TPEx
3260,威剛,TPEx
3264,欣銓,TPEx
3265,台星科,TPEx
3268,海德威,TPEx
3272,東碩,TPEx
3276,宇環,TPEx
3284,太普高,TPEx
3285,微端,TPEx
3287,廣寰科,TPEx
3288,點晶,TPEx
3289,宜特,TPEx
3290,東浦,TPEx
3293,鈊象,TPEx
3294,英濟,TPEx
3297,杭特,TPEx
3303,岱稜,TPEx
3306,鼎天,TPEx
3310,佳穎,TPEx
3313,斐成,TPEx
3317,尼克森,TPEx
3322,建舜電,TPEx
3323,加百裕,TPEx
3324,雙鴻,TPEx
3325,旭品,TPEx
3332,幸康,TPEx
3339,泰谷,TPEx
3349,寶德,TPEx
3354,律勝,TPEx
3357,臺慶科,TPEx
3360,尚立,TPEx
3362,先進光,TPEx
3363,上詮,TPEx
3372,典範,TPEx
3373,熱映,TPEx
3374,精材,TPEx
3379,彬台,TPEx
3388,崇越電,TPEx
3390,旭軟,TPEx
3402,漢科,TPEx
3430,奇鈦科,TPEx
3434,哲固,TPEx
3438,類比科,TPEx
3441,聯一光,TPEx
3444,利機,TPEx
3455,由田,TPEx
3465,進泰電子,TPEx
3466,德晉,TPEx
3467,台灣精材,TPEx
3479,安勤,TPEx
3483,力致,TPEx
3484,崧騰,TPEx
3485,敘豐,TPEx
3489,森寶,TPEx
3490,單井,TPEx
3491,昇達科,TPEx
3492,長盛,TPEx
3498,陽程,TPEx
3499,環天科,TPEx
3508,位速,TPEx
3511,矽瑪,TPEx
3512,皇龍,TPEx
3516,亞帝歐,TPEx
3520,華盈,TPEx
3521,台鋼建設,TPEx
3522,御嵿,TPEx
3523,迎輝,TPEx
3526,凡甲,TPEx
3527,聚積,TPEx
3529,力旺,TPEx
3531,先益,TPEx
3537,堡達,TPEx
3540,曜越,TPEx
3541,西柏,TPEx
3546,宇峻,TPEx
3548,兆利,TPEx
3551,世禾,TPEx
3552,同致,TPEx
3555,博士旺,TPEx
3556,禾瑞亞,TPEx
3558,神準,TPEx
3564,其陽,TPEx
3567,逸昌,TPEx
3570,大塚,TPEx
3577,泓格,TPEx
3580,友威科,TPEx
3581,博磊,TPEx
3587,閎康,TPEx
3594,磐儀,TPEx
3597,映興,TPEx
3609,三一東林,TPEx
3611,鼎翰,TPEx
3615,安可,TPEx
3623,富晶通,TPEx
3624,光頡,TPEx
3625,西勝,TPEx
3628,盈正,TPEx
3629,地心引力,TPEx
3630,新鉅科,TPEx
3631,晟楠,TPEx
3632,研勤,TPEx
3646,艾恩特,TPEx
3663,鑫科,TPEx
3664,安瑞-KY,TPEx
3666,光耀,TPEx
3672,康聯訊,TPEx
3675,德微,TPEx
3680,家登,TPEx
3684,榮昌,TPEx
3685,元創精密,TPEx
3687,歐買尬,TPEx
3689,湧德,TPEx
3691,碩禾,TPEx
3693,營邦,TPEx
3707,漢磊,TPEx
3709,鑫聯大投控,TPEx
3710,連展投控,TPEx
3713,新晶投控,TPEx
4102,永日,TPEx
4105,東洋,TPEx
4107,邦特,TPEx
4109,加捷生醫,TPEx
4111,濟生,TPEx
4113,聯上,TPEx
4114,健喬,TPEx
4116,明基醫,TPEx
4120,友華,TPEx
4121,優盛,TPEx
4123,晟德,TPEx
4126,太醫,TPEx
4127,天良,TPEx
4128,中天,TPEx
4129,聯合,TPEx
4130,健亞,TPEx
4131,浩泰,TPEx
4138,曜亞,TPEx
4139,馬光-KY,TPEx
4147,中裕,TPEx
4153,鈺緯,TPEx
4154,樂威科-KY,TPEx
4157,太景*-KY,TPEx
4160,訊聯基因,TPEx
4161,聿新科,TPEx
4162,智擎,TPEx
4163,鐿鈦,TPEx
4166,友霖,TPEx
4167,松瑞藥,TPEx
4168,醣聯,TPEx
4171,瑞基,TPEx
4173,久裕,TPEx
4174,浩鼎,TPEx
4175,杏一,TPEx
4183,福永生技,TPEx
4188,安克,TPEx
4192,杏國,TPEx
4198,欣大健康,TPEx
4205,中華食,TPEx
4207,環泰,TPEx
4303,信立,TPEx
4304,勝昱,TPEx
4305,世坤,TPEx
4401,東隆興,TPEx
4402,郡都開發,TPEx
4406,新昕纖,TPEx
4413,飛寶企業,TPEx
4416,三圓,TPEx
4417,金洲,TPEx
4419,皇家美食,TPEx
4420,光明,TPEx
4430,耀億,TPEx
4432,銘旺實,TPEx
4433,興采,TPEx
4442,竣邦-KY,TPEx
4502,健信,TPEx
4503,金雨,TPEx
4506,崇友,TPEx
4510,高鋒,TPEx
4513,福裕,TPEx
4523,永彰,TPEx
4527,方土霖,TPEx
4528,江興鍛,TPEx
4529,淳紳,TPEx
4530,宏易,TPEx
4533,協易機,TPEx
4534,慶騰,TPEx
4535,至興,TPEx
4538,大詠城,TPEx
4541,晟田,TPEx
4542,科嶠,TPEx
4543,萬在,TPEx
4549,桓達,TPEx
4550,長佳,TPEx
4554,橙的,TPEx
4556,旭然,TPEx
4558,寶緯,TPEx
4561,健椿,TPEx
4563,百德,TPEx
4568,科際精密,TPEx
4577,達航科技,TPEx
4580,捷流閥業,TPEx
4584,君帆,TPEx
4609,唐鋒,TPEx
4702,中美實,TPEx
4706,大恭,TPEx
4707,磐亞,TPEx
4711,永純,TPEx
4714,永捷,TPEx
4716,大立,TPEx
4721,美琪瑪,TPEx
4726,永昕,TPEx
4728,雙美,TPEx
4729,熒茂,TPEx
4735,豪展,TPEx
4741,泓瀚,TPEx
4743,合一,TPEx
4744,皇將,TPEx
4745,合富-KY,TPEx
4747,強生,TPEx
4749,新應材,TPEx
4754,國碳科,TPEx
4760,勤凱,TPEx
4767,誠泰科技,TPEx
4768,晶呈科技,TPEx
4772,台特化,TPEx
4806,桂田文創,TPEx
4903,聯光通,TPEx
4905,台聯電,TPEx
4907,富宇,TPEx
4908,前鼎,TPEx
4909,新復興,TPEx
4911,德英,TPEx
4923,力士,TPEx
4924,欣厚-KY,TPEx
4931,新盛力,TPEx
4933,友輝,TPEx
4939,亞電,TPEx
4946,辣椒,TPEx
4950,金耘國際,TPEx
4951,精拓科,TPEx
4953,緯軟,TPEx
4966,譜瑞-KY,TPEx
4971,IET-KY,TPEx
4972,湯石照明,TPEx
4973,廣穎,TPEx
4974,亞泰,TPEx
4979,華星光,TPEx
4991,環宇-KY,TPEx
4995,晶達,TPEx
5009,榮剛,TPEx
5011,久陽,TPEx
5013,強新,TPEx
5014,建錩,TPEx
5015,華祺,TPEx
5016,松和,TPEx
5201,凱衛,TPEx
5202,力新,TPEx
5205,中茂,TPEx
5206,坤悅,TPEx
5209,新鼎,TPEx
5210,寶碩,TPEx
5211,蒙恬,TPEx
5212,凌網,TPEx
5213,亞昕,TPEx
5220,萬達光電,TPEx
5223,安力-KY,TPEx
5227,立凱-KY,TPEx
5228,鈺鎧,TPEx
5230,雷笛克光學,TPEx
5236,凌陽創新,TPEx
5245,智晶,TPEx
5251,天鉞電,TPEx
5263,智崴,TPEx
5272,笙科,TPEx
5274,信驊,TPEx
5276,達輝-KY,TPEx
5278,尚凡*,TPEx
5287,數字,TPEx
5289,宜鼎,TPEx
5291,邑昇,TPEx
5299,杰力,TPEx
5301,寶得利,TPEx
5302,太欣,TPEx
5309,系統電,TPEx
5310,天剛,TPEx
5312,寶島科,TPEx
5314,世紀*,TPEx
5315,光聯,TPEx
5321,美而快,TPEx
5324,士開,TPEx
5328,華容,TPEx
5340,建榮,TPEx
5344,立衛,TPEx
5345,馥鴻,TPEx
5347,世界,TPEx
5348,正能量智能,TPEx
5351,鈺創,TPEx
5353,台林,TPEx
5355,佳總,TPEx
5356,協益,TPEx
5364,力麗店,TPEx
5371,中光電,TPEx
5381,光譜,TPEx
5386,青雲,TPEx
5392,能率,TPEx
5398,慕康生醫,TPEx
5403,中菲,TPEx
5410,國眾,TPEx
5425,台半,TPEx
5426,振發,TPEx
5432,新門,TPEx
5438,東友,TPEx
5439,高技,TPEx
5443,均豪,TPEx
5450,南良,TPEx
5452,佶優,TPEx
5455,昇益,TPEx
5457,宣德,TPEx
5460,同協,TPEx
5464,霖宏,TPEx
5465,富驊,TPEx
5468,凱鈺,TPEx
5474,聰泰,TPEx
5475,德宏,TPEx
5478,智冠,TPEx
5481,新華,TPEx
5483,中美晶,TPEx
5487,通泰,TPEx
5488,松普,TPEx
5489,彩富,TPEx
5490,同亨,TPEx
5493,三聯,TPEx
5498,凱崴,TPEx
5508,永信建,TPEx
5511,德昌,TPEx
5512,力麒,TPEx
5514,三豐,TPEx
5516,雙喜,TPEx
5520,力泰,TPEx
5523,豐謙,TPEx
5529,鉅陞,TPEx
5530,龍巖,TPEx
5536,聖暉*,TPEx
5543,桓鼎-KY,TPEx
5547,久舜,TPEx
5548,安倉,TPEx
5601,台聯櫃,TPEx
5603,陸海,TPEx
5604,中連,TPEx
5609,中菲行,TPEx
5701,劍湖山,TPEx
5703,亞都,TPEx
5704,老爺知,TPEx
5864,致和證,TPEx
5878,台名,TPEx
5902,德記,TPEx
5903,全家,TPEx
5904,寶雅,TPEx
5905,南仁湖,TPEx
6015,宏遠證,TPEx
6016,康和證,TPEx
6020,大展證,TPEx
6021,美好證,TPEx
6023,元大期,TPEx
6026,福邦證,TPEx
6028,公勝保經,TPEx
6101,寬魚國際,TPEx
6103,合邦,TPEx
6104,創惟,TPEx
6109,亞元,TPEx
6111,光聚晶電,TPEx
6113,亞矽,TPEx
6114,久威,TPEx
6118,建達,TPEx
6121,新普,TPEx
6122,擎邦,TPEx
6123,上奇,TPEx
6124,業強,TPEx
6125,廣運,TPEx
6126,信音,TPEx
6127,九豪,TPEx
6129,普誠,TPEx
6130,上亞科技,TPEx
6134,萬旭,TPEx
6138,茂達,TPEx
6140,訊達,TPEx
6143,振曜,TPEx
6144,得利影,TPEx
6146,耕興,TPEx
6147,頎邦,TPEx
6148,驊宏資,TPEx
6150,撼訊,TPEx
6151,晉倫,TPEx
6154,順發,TPEx
6156,松上,TPEx
6158,禾昌,TPEx
6160,欣技,TPEx
6161,捷波,TPEx
6163,華電網,TPEx
6167,久正,TPEx
6169,昱泉,TPEx
6170,統振,TPEx
6171,大城地產,TPEx
6173,信昌電,TPEx
6174,安碁,TPEx
6175,立敦,TPEx
6179,亞通,TPEx
6180,橘子,TPEx
6182,合晶,TPEx
6185,幃翔,TPEx
6186,新潤,TPEx
6187,萬潤,TPEx
6188,廣明,TPEx
6190,萬泰科,TPEx
6194,育富,TPEx
6195,詩肯,TPEx
6198,瑞築,TPEx
6199,天品,TPEx
6203,海韻電,TPEx
6204,艾華,TPEx
6207,雷科,TPEx
6208,日揚,TPEx
6210,慶生,TPEx
6212,理銘,TPEx
6217,中探針,TPEx
6218,豪勉,TPEx
6219,富旺,TPEx
6220,岳豐,TPEx
6221,晉泰,TPEx
6222,立軒,TPEx
6223,旺矽,TPEx
6227,茂綸,TPEx
6228,全譜,TPEx
6229,研通,TPEx
6231,系微,TPEx
6233,旺玖,TPEx
6234,高僑,TPEx
6236,中湛,TPEx
6237,驊訊,TPEx
6240,松崗,TPEx
6241,鑫永洋,TPEx
6242,立康,TPEx
6244,茂迪,TPEx
6245,立端,TPEx
6246,臺龍,TPEx
6248,沛波,TPEx
6259,百徽,TPEx
6261,久元,TPEx
6263,普萊德,TPEx
6264,富裔,TPEx
6265,方土昶,TPEx
6266,泰詠,TPEx
6270,倍微,TPEx
6274,台燿,TPEx
6275,元山,TPEx
6276,安鈦克,TPEx
6279,胡連,TPEx
6284,佳邦,TPEx
6290,良維,TPEx
6291,沛亨,TPEx
6292,迅德,TPEx
6294,智基,TPEx
6411,晶焱,TPEx
6417,韋僑,TPEx
6418,詠昇,TPEx
6419,京晨科,TPEx
6423,億而得,TPEx
6425,易發,TPEx
6432,今展科,TPEx
6435,大中,TPEx
6441,廣錠,TPEx
6461,益得,TPEx
6462,神盾,TPEx
6465,威潤,TPEx
6469,大樹,TPEx
6470,宇智,TPEx
6474,華豫寧,TPEx
6482,弘煜科,TPEx
6485,點序,TPEx
6486,互動,TPEx
6488,環球晶,TPEx
6492,生華科,TPEx
6494,九齊,TPEx
6496,科懋,TPEx
6498,久禾光,TPEx
6499,益安,TPEx
6506,雙邦,TPEx
6508,惠光,TPEx
6509,聚和,TPEx
6510,精測,TPEx
6512,啟發電,TPEx
6516,勤崴國際,TPEx
6517,保勝光學,TPEx
6523,達爾膚,TPEx
6527,明達醫,TPEx
6530,創威,TPEx
6532,瑞耘,TPEx
6535,順藥,TPEx
6538,倉和,TPEx
6542,隆中,TPEx
6546,正基,TPEx
6547,高端疫苗,TPEx
6548,長科*,TPEx
6556,勝品,TPEx
6560,欣普羅,TPEx
6561,是方,TPEx
6568,宏觀,TPEx
6569,醫揚,TPEx
6570,維田,TPEx
6574,霈方,TPEx
6576,逸達,TPEx
6577,勁豐,TPEx
6578,達邦蛋白,TPEx
6584,南俊國際,TPEx
6588,東典光電,TPEx
6590,普鴻,TPEx
6593,台灣銘板,TPEx
6596,寬宏藝術,TPEx
6597,立誠,TPEx
6603,富強鑫,TPEx
6609,瀧澤科,TPEx
6612,奈米醫材,TPEx
6613,朋億*,TPEx
6615,慧智,TPEx
6616,特昇-KY,TPEx
6617,共信-KY,TPEx
6620,漢達,TPEx
6624,萬年清,TPEx
6629,泰金-KY,TPEx
6637,醫影,TPEx
6640,均華,TPEx
6642,富致,TPEx
6643,M31,TPEx
6649,台生材,TPEx
6651,全宇昕,TPEx
6654,天正國際,TPEx
6661,威健生技,TPEx
6662,樂斯科,TPEx
6664,群翊,TPEx
6667,信紘科,TPEx
6679,鈺太,TPEx
6680,鑫創電子,TPEx
6683,雍智科技,TPEx
6684,安格,TPEx
6690,安碁資訊,TPEx
6692,進能服,TPEx
6693,廣閎科,TPEx
6697,東捷資訊,TPEx
6703,軒郁,TPEx
6708,天擎,TPEx
6712,長聖,TPEx
6716,應廣,TPEx
6720,久昌,TPEx
6721,信實,TPEx
6725,矽科宏晟,TPEx
6727,亞泰金屬,TPEx
6728,上洋,TPEx
6730,常廣,TPEx
6732,昇佳電子,TPEx
6733,博晟生醫,TPEx
6735,美達科技,TPEx
6739,竹陞科技,TPEx
6741,91APP*-KY,TPEx
6751,智聯服務,TPEx
6752,叡揚,TPEx
6761,穩得,TPEx
6762,達亞,TPEx
6763,綠界科技*,TPEx
6767,台微醫,TPEx
6785,昱展新藥,TPEx
6788,華景電,TPEx
6791,虎門科技,TPEx
6803,崑鼎,TPEx
6804,明係,TPEx
6811,宏碁資訊,TPEx
6821,聯寶,TPEx
6823,濾能,TPEx
6829,千附精密,TPEx
6840,東研信超,TPEx
6841,長佳智能,TPEx
6843,進典,TPEx
6844,諾貝兒,TPEx
6846,綠茵,TPEx
6855,數泓科,TPEx
6856,鑫傳,TPEx
6859,伯特光,TPEx
6865,偉康科技,TPEx
6870,騰雲,TPEx
6872,浩宇生醫,TPEx
6874,倍力,TPEx
6875,國邑*,TPEx
6877,鏵友益,TPEx
6881,潤德,TPEx
6884,海柏特,TPEx
6894,衛司特,TPEx
6895,宏碩系統,TPEx
6899,創為精密,TPEx
6903,巨漢,TPEx
6904,伯鑫,TPEx
6907,雅特力-KY,TPEx
6910,德鴻,TPEx
6913,鴻呈,TPEx
6922,宸曜,TPEx
6925,意藍,TPEx
6929,佑全,TPEx
6945,圓祥生技,TPEx
6953,家碩,TPEx
6961,旅天下,TPEx
6967,汎瑋材料,TPEx
6968,萬達寵物,TPEx
6971,惠民實業,TPEx
6982,大井泵浦,TPEx
6983,華洋精機,TPEx
6986,和迅,TPEx
6996,力領科技,TPEx
6997,博弘,TPEx
7402,邑錡,TPEx
7547,碩網,TPEx
7556,意德士,TPEx
7584,樂意,TPEx
7642,昶瑞機電,TPEx
7703,銳澤,TPEx
7704,明遠精密,TPEx
7708,全家餐飲,TPEx
7709,榮田,TPEx
7712,博盛半導體,TPEx
7713,威力德生醫,TPEx
7714,創泓科技,TPEx
7715,裕山,TPEx
7716,昱臺國際,TPEx
7717,萊德光電-KY,TPEx
7718,友鋮,TPEx
7723,築間,TPEx
7728,光焱科技,TPEx
7734,印能科技,TPEx
7738,東聯互動,TPEx
7743,金利食安,TPEx
7744,崴寶,TPEx
7747,昕奇雲端,TPEx
7751,竑騰,TPEx
7753,星亞,TPEx
7757,金色三麥,TPEx
7767,仁大資訊,TPEx
7770,君曜,TPEx
7772,耀穎,TPEx
7777,能率亞洲,TPEx
7782,光速火箭,TPEx
7792,安葆,TPEx
7794,宏碁智新,TPEx
7805,威聯通,TPEx
7810,捷創科技,TPEx
7811,民盛,TPEx
7819,精誠金融,TPEx
7820,立盈,TPEx
7828,創新服務,TPEx
7839,達人網,TPEx
7842,天能綠電,TPEx
8024,佑華,TPEx
8027,鈦昇,TPEx
8032,光菱,TPEx
8034,榮群,TPEx
8038,長園科,TPEx
8040,九暘,TPEx
8042,金山電,TPEx
8043,蜜望實,TPEx
8044,網家,TPEx
8047,星雲,TPEx
8048,德勝,TPEx
8049,晶采,TPEx
8050,廣積,TPEx
8054,安國,TPEx
8059,凱碩,TPEx
8064,東捷,TPEx
8066,來思達,TPEx
8067,志旭,TPEx
8068,全達,TPEx
8069,元太,TPEx
8071,能率網通,TPEx
8074,鉅橡,TPEx
8076,伍豐,TPEx
8077,洛碁,TPEx
8080,泰霖,TPEx
8083,瑞穎,TPEx
8084,巨虹,TPEx
8085,福華,TPEx
8086,宏捷科,TPEx
8087,麗升能源,TPEx
8088,品安,TPEx
8089,康全電訊,TPEx
8091,翔名,TPEx
8092,建暐,TPEx
8093,保銳,TPEx
8096,擎亞,TPEx
8097,常珵,TPEx
8099,大世科,TPEx
8102,傑霖科技,TPEx
8107,大億金茂,TPEx
8109,博大,TPEx
8111,立碁,TPEx
8121,越峰,TPEx
8147,正淩,TPEx
8155,博智,TPEx
8171,天宇,TPEx
8176,智捷,TPEx
8182,加高,TPEx
8183,精星,TPEx
8227,巨有科技,TPEx
8234,新漢,TPEx
8240,華宏,TPEx
8255,朋程,TPEx
8272,全景軟體,TPEx
8277,商丞,TPEx
8279,生展,TPEx
8284,三竹,TPEx
8289,泰藝,TPEx
8291,尚茂,TPEx
8299,群聯,TPEx
8342,益張,TPEx
8349,恒耀,TPEx
8354,冠好,TPEx
8358,金居,TPEx
8383,千附,TPEx
8390,金益鼎,TPEx
8401,白紗科,TPEx
8403,盛弘,TPEx
8409,商之器,TPEx
8410,森田,TPEx
8415,大國鋼,TPEx
8416,實威,TPEx
8421,旭源,TPEx
8423,保綠-KY,TPEx
8424,惠普,TPEx
8426,紅木-KY,TPEx
8431,匯鑽科,TPEx
8432,東生華,TPEx
8433,弘帆,TPEx
8435,鉅邁,TPEx
8436,大江,TPEx
8437,大地-KY,TPEx
8440,綠電,TPEx
8444,綠河-KY,TPEx
8446,華研,TPEx
8450,霹靂,TPEx
8455,大拓-KY,TPEx
8472,夠麻吉,TPEx
8477,創業家,TPEx
8489,三貝德,TPEx
8905,裕國,TPEx
8906,花王,TPEx
8908,欣雄,TPEx
8916,光隆,TPEx
8917,欣泰,TPEx
8921,沈氏,TPEx
8923,時報,TPEx
8924,大田,TPEx
8927,北基,TPEx
8928,鉅明,TPEx
8929,富堡,TPEx
8930,青鋼,TPEx
8931,大汽電,TPEx
8932,智通*,TPEx
8933,愛地雅,TPEx
8935,邦泰,TPEx
8936,國統,TPEx
8937,合騏*,TPEx
8938,明安,TPEx
8941,關中,TPEx
8942,森鉅,TPEx
9949,琉園,TPEx
9950,萬國通,TPEx
9951,皇田,TPEx
9960,邁達康,TPEx
9962,有益,TPEx
